dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,liked
5, 16:00:00,40,41,0,0,1,0
2, 17:00:00,24,14,1,0,1,0
5, 19:00:00,18,39,0,1,1,0
2, 01:00:00,22,7,0,0,1,1
1, 02:00:00,37,36,0,1,1,0
2, 23:00:00,25,1,0,0,0,0
2, 19:00:00,28,20,0,0,1,0
2, 13:00:00,23,25,0,0,1,1
1, 04:00:00,27,1,0,0,0,0
4, 05:00:00,26,27,0,0,0,0
6, 03:00:00,50,2,1,0,1,0
5, 10:00:00,21,27,0,1,1,0
2, 02:00:00,25,21,0,0,1,1
0, 20:00:00,19,43,0,0,1,0
6, 14:00:00,27,18,1,1,0,1
5, 15:00:00,41,18,0,0,0,0
6, 15:00:00,28,1,1,0,0,0
0, 17:00:00,37,17,0,0,0,0
4, 17:00:00,27,29,0,0,0,1
4, 22:00:00,27,22,0,0,0,0
4, 02:00:00,33,19,0,0,1,0
3, 17:00:00,39,3,0,0,1,0
0, 18:00:00,38,50,0,0,1,1
4, 01:00:00,35,1,0,0,1,1
2, 02:00:00,24,63,0,1,1,0
3, 15:00:00,26,17,0,1,1,0
1, 03:00:00,25,4,0,0,1,0
1, 03:00:00,27,19,0,0,1,0
1, 02:00:00,44,12,0,1,0,0
2, 18:00:00,29,11,0,0,1,0
4, 11:00:00,25,8,0,1,0,1
6, 02:00:00,35,37,0,1,1,0
4, 01:00:00,26,18,0,1,1,0
4, 01:00:00,46,16,0,0,1,0
5, 12:00:00,26,12,0,0,1,1
4, 07:00:00,37,12,0,0,1,0
5, 18:00:00,29,36,0,0,1,0
4, 22:00:00,23,19,0,0,0,0
6, 23:00:00,45,4,0,0,1,0
6, 09:00:00,38,18,0,0,0,0
0, 20:00:00,33,40,0,0,1,0
6, 00:00:00,26,43,0,0,0,0
0, 13:00:00,39,12,1,1,1,0
5, 20:00:00,38,9,0,0,0,0
4, 05:00:00,47,8,0,0,0,1
0, 20:00:00,26,37,0,0,1,0
4, 02:00:00,55,9,0,0,1,1
5, 23:00:00,29,26,0,1,1,0
5, 23:00:00,22,5,0,0,0,0
6, 04:00:00,20,22,0,0,1,0
3, 04:00:00,27,81,0,0,1,0
0, 15:00:00,19,8,0,0,0,0
2, 19:00:00,31,16,0,0,1,0
6, 06:00:00,35,4,0,0,0,0
3, 17:00:00,39,6,0,1,0,0
5, 23:00:00,49,6,0,0,0,1
4, 14:00:00,28,32,0,0,0,0
1, 02:00:00,45,19,1,1,1,0
4, 19:00:00,30,25,0,0,1,0
5, 11:00:00,29,50,1,0,1,1
0, 01:00:00,41,10,0,0,0,0
0, 20:00:00,24,21,0,0,1,0
6, 01:00:00,32,23,0,1,1,0
3, 23:00:00,24,15,0,1,1,0
1, 00:00:00,40,2,0,0,0,0
4, 12:00:00,19,34,0,0,1,0
0, 15:00:00,19,19,0,1,1,1
0, 17:00:00,40,15,0,1,0,0
1, 16:00:00,21,20,0,0,1,0
3, 15:00:00,22,17,0,0,1,0
6, 19:00:00,27,16,0,0,0,0
3, 08:00:00,32,23,0,0,1,0
1, 13:00:00,29,2,0,0,0,1
1, 01:00:00,29,15,0,1,1,0
4, 21:00:00,52,5,0,1,0,0
6, 18:00:00,20,19,0,0,1,1
5, 04:00:00,25,23,0,0,0,0
4, 17:00:00,20,15,0,0,0,0
1, 01:00:00,46,23,0,0,1,0
6, 10:00:00,20,37,0,0,1,1
5, 16:00:00,25,8,0,0,1,1
0, 20:00:00,33,15,0,0,1,0
1, 02:00:00,35,9,0,1,1,1
6, 20:00:00,25,75,0,0,1,0
2, 05:00:00,24,40,0,0,1,0
2, 17:00:00,24,19,0,0,0,1
1, 06:00:00,21,30,0,0,1,1
1, 02:00:00,30,26,0,0,1,1
1, 14:00:00,49,32,0,0,1,0
4, 17:00:00,51,8,0,0,0,0
0, 03:00:00,42,2,0,0,0,0
3, 23:00:00,36,12,0,0,0,0
0, 12:00:00,36,22,0,0,1,1
2, 22:00:00,41,26,1,0,0,0
6, 09:00:00,28,14,0,0,0,0
1, 00:00:00,22,28,0,1,1,0
1, 23:00:00,22,19,1,1,1,0
4, 18:00:00,27,18,0,0,1,0
4, 20:00:00,23,30,0,1,1,0
1, 14:00:00,19,36,0,1,1,0
4, 11:00:00,21,7,0,0,1,0
6, 16:00:00,22,28,0,0,1,0
5, 14:00:00,23,28,0,1,1,0
4, 01:00:00,57,52,1,1,1,0
2, 15:00:00,33,34,1,0,1,0
5, 18:00:00,28,18,0,0,0,1
1, 23:00:00,44,49,0,0,1,0
3, 19:00:00,36,47,0,0,1,0
1, 14:00:00,49,15,0,0,0,0
6, 20:00:00,49,51,0,0,1,1
4, 07:00:00,30,11,0,0,0,0
2, 06:00:00,29,48,0,1,1,0
6, 06:00:00,18,54,0,1,1,0
4, 06:00:00,26,14,0,0,0,0
0, 16:00:00,34,34,0,0,1,1
6, 16:00:00,21,45,0,1,1,0
2, 19:00:00,27,17,0,0,0,0
4, 19:00:00,29,9,0,0,0,0
6, 01:00:00,33,12,0,0,0,0
4, 16:00:00,25,10,0,0,0,0
0, 03:00:00,33,14,1,1,1,0
0, 14:00:00,49,3,1,0,1,0
2, 11:00:00,29,22,0,0,1,1
1, 03:00:00,33,12,0,0,0,0
1, 22:00:00,29,10,0,0,0,0
2, 17:00:00,19,16,0,0,1,0
1, 02:00:00,56,35,0,0,1,0
0, 06:00:00,21,54,0,1,1,0
3, 00:00:00,22,18,0,0,0,0
0, 22:00:00,40,35,0,0,1,0
2, 05:00:00,35,25,0,0,0,0
4, 00:00:00,19,20,0,0,1,0
6, 22:00:00,23,20,0,0,0,0
1, 16:00:00,19,36,0,0,0,0
2, 16:00:00,27,4,0,0,0,0
5, 22:00:00,17,22,0,0,1,0
5, 22:00:00,31,7,0,0,0,0
1, 03:00:00,46,19,0,0,1,0
4, 18:00:00,47,13,0,0,1,0
0, 14:00:00,25,16,0,0,1,0
0, 17:00:00,37,6,1,1,1,0
0, 02:00:00,30,24,0,0,1,0
5, 09:00:00,31,19,0,0,0,0
6, 05:00:00,21,7,0,0,1,0
5, 06:00:00,23,30,0,0,1,0
5, 05:00:00,20,10,1,0,1,0
0, 19:00:00,20,12,0,0,1,0
2, 23:00:00,39,8,0,0,1,0
1, 03:00:00,31,23,0,0,1,0
2, 17:00:00,23,14,0,0,0,0
4, 20:00:00,28,31,0,0,1,0
4, 22:00:00,52,23,0,0,0,0
4, 00:00:00,21,29,0,0,1,0
4, 06:00:00,26,24,0,0,1,0
2, 14:00:00,36,26,0,1,1,0
1, 14:00:00,47,3,0,1,0,1
5, 11:00:00,19,16,0,0,0,1
6, 20:00:00,22,38,1,1,1,0
0, 23:00:00,36,15,0,1,0,0
2, 11:00:00,22,31,0,0,0,0
4, 16:00:00,30,10,0,0,1,0
5, 22:00:00,37,11,0,1,0,0
2, 22:00:00,24,6,0,0,0,0
0, 22:00:00,28,24,0,0,1,0
2, 03:00:00,21,13,0,0,0,0
2, 08:00:00,34,16,0,0,1,1
5, 21:00:00,52,16,0,0,1,1
5, 14:00:00,35,25,0,0,0,0
3, 12:00:00,46,11,0,0,0,0
2, 11:00:00,32,30,0,0,0,0
0, 22:00:00,18,11,0,0,1,0
4, 19:00:00,24,27,0,0,0,0
1, 12:00:00,24,4,0,0,1,0
1, 23:00:00,31,1,0,0,0,0
0, 14:00:00,44,10,0,0,1,1
0, 00:00:00,22,21,0,0,1,0
3, 16:00:00,28,31,0,1,1,0
3, 17:00:00,39,23,0,0,0,0
1, 01:00:00,51,26,1,0,0,0
3, 19:00:00,22,6,0,0,0,1
6, 15:00:00,46,17,0,0,1,0
2, 14:00:00,37,36,0,0,1,0
3, 05:00:00,25,15,0,0,1,1
0, 14:00:00,30,9,0,0,0,0
0, 13:00:00,35,10,0,0,1,0
4, 19:00:00,21,25,0,0,1,0
4, 23:00:00,23,6,1,0,0,0
6, 19:00:00,31,36,0,0,0,1
0, 00:00:00,24,63,1,0,1,1
5, 01:00:00,38,30,0,0,1,0
5, 18:00:00,40,20,0,0,1,0
1, 14:00:00,29,16,0,0,1,0
4, 00:00:00,52,11,0,0,0,0
4, 16:00:00,32,22,0,0,1,1
2, 22:00:00,37,28,0,0,1,1
4, 10:00:00,55,13,0,0,1,1
0, 18:00:00,22,22,0,0,1,0
4, 14:00:00,45,9,0,0,0,0
1, 14:00:00,22,15,0,1,0,0
5, 02:00:00,21,71,0,0,0,0
2, 15:00:00,44,61,1,1,1,0
4, 04:00:00,26,8,0,0,0,1
0, 02:00:00,18,19,0,0,1,0
1, 08:00:00,55,14,0,0,0,0
1, 13:00:00,46,8,0,0,0,0
1, 20:00:00,38,21,0,0,1,0
3, 03:00:00,33,46,1,0,1,0
2, 21:00:00,35,23,0,0,1,0
6, 18:00:00,27,15,0,0,1,1
6, 13:00:00,37,14,1,0,0,0
1, 04:00:00,25,27,0,0,1,0
5, 05:00:00,24,18,0,0,0,0
0, 02:00:00,25,16,0,0,0,0
6, 10:00:00,32,14,1,1,1,0
3, 02:00:00,37,46,1,0,1,0
0, 03:00:00,35,11,1,0,1,1
1, 17:00:00,33,4,0,0,0,0
5, 11:00:00,23,20,0,0,1,0
4, 05:00:00,24,28,0,1,1,1
3, 02:00:00,22,39,0,0,1,0
3, 05:00:00,23,3,0,0,1,1
4, 23:00:00,23,13,0,0,1,0
4, 13:00:00,19,3,0,0,1,0
6, 02:00:00,25,21,0,0,1,0
0, 05:00:00,34,15,0,0,1,0
0, 22:00:00,22,17,0,0,1,0
4, 21:00:00,21,16,0,0,0,0
5, 16:00:00,43,2,0,1,0,0
3, 15:00:00,38,3,0,0,1,0
6, 22:00:00,40,11,0,0,0,0
1, 01:00:00,37,43,1,0,1,0
0, 15:00:00,70,8,0,0,0,1
4, 13:00:00,27,13,0,0,0,0
0, 22:00:00,33,52,0,0,1,1
3, 01:00:00,24,5,0,0,0,1
1, 16:00:00,24,12,0,0,1,0
3, 22:00:00,31,32,1,0,1,0
1, 05:00:00,46,17,0,0,1,0
5, 19:00:00,24,23,1,0,1,0
3, 22:00:00,31,38,0,0,1,0
2, 12:00:00,35,28,0,0,1,1
5, 07:00:00,23,49,0,0,1,0
4, 14:00:00,34,38,1,1,0,0
6, 17:00:00,58,18,0,0,0,1
2, 04:00:00,47,66,0,1,0,0
3, 23:00:00,36,14,0,0,1,0
3, 14:00:00,38,23,0,0,0,0
2, 07:00:00,30,19,0,0,0,0
6, 18:00:00,39,4,0,0,0,0
4, 21:00:00,29,52,0,0,1,0
3, 03:00:00,23,5,0,0,1,0
2, 04:00:00,34,14,0,0,0,1
1, 22:00:00,32,33,0,1,1,0
3, 04:00:00,19,15,0,0,0,0
2, 07:00:00,18,15,0,0,1,0
1, 00:00:00,34,1,0,0,0,0
3, 13:00:00,19,6,0,0,0,1
0, 02:00:00,17,37,0,0,1,0
3, 08:00:00,20,15,0,0,1,0
5, 12:00:00,21,21,0,0,1,0
3, 03:00:00,24,7,0,0,0,1
5, 14:00:00,26,28,0,0,1,1
4, 07:00:00,44,5,0,0,1,0
1, 02:00:00,44,12,0,1,0,0
0, 00:00:00,18,9,0,0,1,0
0, 16:00:00,31,26,1,0,1,0
0, 02:00:00,23,23,1,0,1,0
2, 21:00:00,44,26,1,0,1,0
4, 15:00:00,66,11,0,0,1,0
1, 12:00:00,18,36,0,0,1,0
2, 22:00:00,45,25,0,0,1,0
1, 14:00:00,23,46,1,1,1,0
5, 02:00:00,27,23,1,0,1,0
4, 16:00:00,23,28,0,0,1,0
0, 00:00:00,36,3,0,0,1,0
1, 06:00:00,27,3,0,0,0,0
1, 19:00:00,41,21,0,0,1,0
5, 23:00:00,21,32,1,1,1,1
6, 13:00:00,31,1,0,0,0,1
4, 17:00:00,42,33,0,1,0,1
3, 18:00:00,53,8,0,0,1,0
5, 16:00:00,57,15,0,0,0,0
2, 21:00:00,48,8,0,0,1,0
2, 21:00:00,27,15,0,0,0,0
6, 03:00:00,21,24,0,0,1,0
4, 22:00:00,24,23,0,0,1,0
2, 13:00:00,17,23,0,0,0,0
0, 08:00:00,32,9,0,0,1,0
1, 22:00:00,34,28,0,0,0,0
0, 15:00:00,29,33,0,0,1,0
5, 21:00:00,34,37,0,0,1,1
1, 17:00:00,55,11,0,0,0,1
5, 03:00:00,38,15,0,0,1,0
4, 03:00:00,27,35,0,0,1,0
6, 05:00:00,30,20,0,0,1,1
0, 22:00:00,23,25,1,0,1,0
2, 14:00:00,22,11,0,0,0,0
0, 00:00:00,29,42,0,0,1,0
0, 21:00:00,22,6,0,0,1,0
1, 21:00:00,27,23,0,0,1,0
5, 19:00:00,28,20,0,1,1,0
1, 22:00:00,21,25,0,0,1,0
0, 15:00:00,21,9,0,0,0,0
1, 22:00:00,23,18,0,0,1,0
5, 01:00:00,35,29,0,0,1,0
0, 14:00:00,28,9,0,0,1,1
4, 16:00:00,36,19,1,1,0,0
2, 17:00:00,27,13,0,0,0,1
2, 15:00:00,28,21,0,0,1,0
0, 01:00:00,28,1,0,0,0,0
1, 22:00:00,59,9,0,1,1,0
2, 19:00:00,24,8,0,0,0,1
2, 06:00:00,31,19,1,0,1,0
6, 17:00:00,20,62,0,0,1,1
5, 13:00:00,36,5,0,0,0,1
1, 22:00:00,30,32,0,0,1,0
4, 13:00:00,29,19,0,0,1,0
1, 20:00:00,22,16,0,0,0,0
5, 04:00:00,20,25,0,0,1,0
3, 00:00:00,22,59,0,0,1,0
0, 23:00:00,39,10,0,1,0,0
2, 06:00:00,33,15,0,1,0,1
4, 13:00:00,21,11,0,1,0,0
3, 17:00:00,35,8,0,0,0,0
2, 18:00:00,30,9,0,0,1,1
4, 19:00:00,41,6,1,0,0,0
0, 02:00:00,26,14,0,1,1,1
4, 00:00:00,19,40,0,0,1,0
6, 22:00:00,31,15,0,0,1,0
3, 21:00:00,43,6,0,0,1,0
2, 23:00:00,42,9,0,1,1,0
1, 19:00:00,38,29,0,0,0,0
6, 20:00:00,60,31,0,0,1,0
0, 19:00:00,21,33,0,0,1,0
6, 11:00:00,32,19,0,0,1,0
6, 05:00:00,25,32,0,0,1,1
0, 14:00:00,35,17,0,0,0,1
2, 01:00:00,28,17,0,0,1,0
1, 06:00:00,30,7,0,0,1,0
6, 01:00:00,40,11,0,0,1,1
0, 15:00:00,21,2,0,0,0,0
3, 20:00:00,36,17,0,0,1,1
0, 02:00:00,24,42,0,0,1,1
0, 01:00:00,32,22,0,0,1,0
0, 18:00:00,35,16,0,0,0,1
6, 01:00:00,27,26,0,1,0,0
6, 04:00:00,56,13,0,0,1,0
0, 23:00:00,27,3,1,0,0,1
6, 01:00:00,29,20,0,0,0,0
1, 22:00:00,20,37,0,0,0,0
0, 11:00:00,28,35,0,0,1,0
2, 17:00:00,18,20,1,0,1,0
1, 09:00:00,43,32,1,0,1,1
4, 15:00:00,28,6,0,0,0,0
2, 19:00:00,24,13,0,0,1,1
2, 16:00:00,20,21,0,0,1,0
1, 22:00:00,27,13,0,0,1,0
1, 23:00:00,33,28,0,0,1,0
6, 11:00:00,24,8,0,0,1,0
6, 04:00:00,56,9,0,0,1,0
4, 08:00:00,52,13,0,0,1,1
5, 14:00:00,37,33,0,1,0,1
6, 14:00:00,26,17,0,0,1,0
0, 11:00:00,31,27,1,0,1,0
0, 15:00:00,37,26,0,0,0,0
0, 21:00:00,36,11,0,0,1,0
1, 03:00:00,28,47,0,0,1,0
1, 08:00:00,22,17,0,0,1,0
5, 18:00:00,39,6,0,0,0,0
3, 16:00:00,38,23,0,0,1,1
6, 20:00:00,29,18,0,0,1,0
3, 13:00:00,42,6,0,0,0,1
5, 21:00:00,25,16,1,1,0,0
3, 17:00:00,46,13,0,0,0,0
4, 02:00:00,39,3,0,0,1,0
0, 08:00:00,24,18,0,0,1,0
4, 06:00:00,23,21,0,1,1,1
2, 06:00:00,28,7,0,0,1,1
4, 20:00:00,26,19,0,1,1,0
3, 00:00:00,65,13,0,0,1,0
6, 03:00:00,29,21,0,0,1,0
4, 20:00:00,23,34,0,0,1,1
6, 14:00:00,31,14,0,0,1,0
0, 23:00:00,30,13,0,0,1,0
6, 18:00:00,58,14,0,1,1,0
4, 14:00:00,45,3,0,0,0,0
4, 17:00:00,35,24,0,0,0,0
5, 16:00:00,23,6,0,0,1,0
0, 17:00:00,28,15,0,0,1,1
2, 13:00:00,29,14,0,0,0,0
6, 18:00:00,37,32,0,0,1,0
4, 05:00:00,30,10,0,0,1,0
0, 23:00:00,32,16,0,0,1,0
6, 05:00:00,34,53,0,0,1,0
1, 20:00:00,28,36,0,1,1,0
2, 12:00:00,39,25,0,0,0,0
6, 05:00:00,23,86,1,0,1,0
6, 01:00:00,41,15,0,1,0,0
0, 02:00:00,22,45,0,1,1,0
5, 01:00:00,31,19,0,1,1,0
6, 13:00:00,25,22,0,1,0,0
6, 06:00:00,24,37,0,0,1,0
2, 19:00:00,49,1,0,0,1,0
1, 04:00:00,28,37,1,1,1,0
3, 21:00:00,36,20,0,0,1,0
2, 02:00:00,19,52,0,0,1,0
5, 18:00:00,25,3,0,0,1,0
0, 09:00:00,25,34,0,0,1,0
4, 15:00:00,46,12,0,1,0,0
4, 02:00:00,64,36,0,0,0,0
3, 19:00:00,22,44,0,0,0,0
5, 17:00:00,34,25,1,0,1,0
0, 09:00:00,22,4,0,0,1,0
2, 19:00:00,48,9,0,0,0,0
3, 19:00:00,28,9,0,0,1,0
4, 01:00:00,23,58,0,0,0,0
6, 01:00:00,20,57,0,1,1,0
5, 15:00:00,23,8,0,0,1,1
5, 21:00:00,28,15,0,0,0,0
1, 03:00:00,32,10,0,0,1,0
5, 11:00:00,17,27,0,0,1,0
6, 18:00:00,23,10,0,1,0,0
4, 17:00:00,24,4,0,1,1,1
0, 15:00:00,28,4,1,0,1,0
1, 22:00:00,27,52,0,0,1,0
2, 14:00:00,44,6,0,0,0,0
0, 16:00:00,23,15,0,0,0,0
0, 07:00:00,17,46,0,0,1,0
4, 23:00:00,18,43,0,0,1,0
5, 20:00:00,25,11,0,0,1,0
5, 17:00:00,26,32,0,1,0,0
0, 02:00:00,21,8,0,0,0,0
3, 04:00:00,34,35,0,0,1,0
0, 06:00:00,23,12,0,1,0,0
0, 20:00:00,39,30,0,0,1,0
1, 00:00:00,55,5,0,1,0,0
2, 20:00:00,38,22,0,0,0,0
3, 16:00:00,28,7,0,0,0,0
5, 22:00:00,28,5,1,0,1,0
2, 14:00:00,27,6,0,0,0,0
6, 16:00:00,48,26,0,0,0,0
5, 00:00:00,27,17,0,0,0,0
1, 15:00:00,28,6,0,0,0,0
5, 20:00:00,28,37,0,0,1,0
5, 12:00:00,48,61,0,0,1,0
2, 00:00:00,26,25,1,0,1,0
2, 14:00:00,26,28,0,0,1,0
4, 19:00:00,25,14,0,0,1,0
3, 21:00:00,31,27,0,0,1,0
0, 04:00:00,22,37,0,0,1,0
2, 12:00:00,49,7,0,0,1,0
1, 15:00:00,49,21,0,0,1,0
4, 01:00:00,26,26,0,0,1,0
1, 16:00:00,63,13,0,0,1,1
6, 19:00:00,27,2,0,0,1,0
4, 12:00:00,30,14,0,0,1,0
4, 23:00:00,27,35,0,0,1,0
0, 13:00:00,28,6,0,0,1,0
5, 12:00:00,32,28,0,0,0,0
0, 15:00:00,22,18,0,0,1,0
5, 18:00:00,30,18,0,0,0,0
1, 20:00:00,21,35,0,0,0,0
0, 21:00:00,71,3,0,0,0,0
6, 14:00:00,46,19,0,0,0,0
5, 11:00:00,42,30,0,0,1,1
5, 03:00:00,27,16,0,0,0,0
6, 23:00:00,34,21,0,0,1,0
6, 16:00:00,31,31,0,0,1,0
5, 21:00:00,27,13,0,1,1,0
3, 14:00:00,22,40,0,0,1,0
0, 12:00:00,23,14,0,0,1,0
1, 17:00:00,20,11,0,0,1,0
5, 15:00:00,36,8,0,1,0,0
4, 19:00:00,33,10,0,0,0,0
2, 18:00:00,22,28,0,0,1,0
0, 00:00:00,19,10,0,0,0,0
4, 01:00:00,20,10,0,0,1,0
6, 05:00:00,25,27,0,0,0,0
3, 18:00:00,52,23,0,0,1,1
4, 15:00:00,41,28,0,0,0,0
2, 18:00:00,25,29,1,0,1,0
3, 14:00:00,27,36,0,0,1,1
5, 01:00:00,18,44,1,0,1,0
4, 20:00:00,32,17,0,1,1,0
3, 08:00:00,25,15,0,0,0,0
4, 16:00:00,25,22,0,0,1,0
5, 03:00:00,22,18,0,0,0,0
5, 10:00:00,46,26,0,0,0,0
2, 17:00:00,19,10,0,0,0,1
5, 15:00:00,28,5,0,0,0,0
0, 12:00:00,21,98,0,0,1,0
0, 16:00:00,34,40,0,1,1,0
5, 08:00:00,18,35,0,0,1,0
4, 15:00:00,39,7,0,0,1,0
5, 09:00:00,17,35,0,0,1,0
5, 01:00:00,48,11,0,0,1,0
1, 02:00:00,28,5,0,1,0,0
0, 08:00:00,31,24,0,0,1,0
1, 15:00:00,29,10,0,0,1,1
4, 07:00:00,17,35,0,0,1,0
5, 16:00:00,30,1,0,0,0,1
0, 18:00:00,27,14,1,0,1,0
2, 22:00:00,34,63,0,0,1,0
5, 21:00:00,56,5,1,0,1,0
0, 02:00:00,24,34,0,1,0,0
1, 08:00:00,26,35,0,0,1,0
2, 13:00:00,25,33,0,0,1,0
5, 23:00:00,41,23,0,0,1,0
0, 13:00:00,46,27,0,1,1,0
5, 00:00:00,33,14,0,1,0,0
5, 03:00:00,45,17,0,0,1,0
4, 21:00:00,37,11,0,0,0,0
4, 14:00:00,46,4,0,0,0,0
5, 17:00:00,26,9,0,0,0,1
4, 18:00:00,35,17,0,0,1,0
5, 22:00:00,30,2,0,0,1,0
5, 07:00:00,31,18,0,0,1,0
6, 19:00:00,33,22,0,0,1,0
4, 09:00:00,22,37,0,0,1,0
5, 21:00:00,21,29,0,0,0,1
5, 22:00:00,24,3,0,0,0,0
3, 22:00:00,28,13,0,1,0,0
6, 18:00:00,18,6,0,0,0,0
6, 15:00:00,30,43,0,0,1,0
1, 12:00:00,28,22,0,1,1,1
5, 18:00:00,49,22,0,1,1,0
1, 17:00:00,21,9,0,0,1,0
5, 01:00:00,22,28,0,1,1,0
4, 19:00:00,27,23,1,0,1,0
2, 16:00:00,28,24,0,0,1,0
6, 23:00:00,19,22,0,0,1,0
3, 18:00:00,22,33,0,0,1,1
5, 15:00:00,40,1,0,1,0,1
1, 00:00:00,55,3,0,1,1,0
5, 00:00:00,20,27,1,0,1,0
3, 09:00:00,43,34,0,0,1,1
1, 21:00:00,51,2,0,0,0,0
0, 03:00:00,34,11,0,0,0,0
3, 00:00:00,22,38,0,0,1,0
2, 16:00:00,22,15,0,0,1,1
2, 20:00:00,18,21,1,1,1,1
0, 16:00:00,39,2,1,0,1,0
5, 23:00:00,30,39,0,0,1,0
4, 02:00:00,33,25,0,0,1,1
2, 20:00:00,26,2,0,0,1,0
0, 01:00:00,66,1,0,0,0,0
6, 23:00:00,30,4,0,0,1,0
1, 19:00:00,22,2,0,1,0,0
6, 10:00:00,20,22,0,0,1,0
6, 17:00:00,53,9,0,0,0,0
5, 08:00:00,22,13,0,1,1,0
6, 05:00:00,26,5,0,0,1,0
3, 03:00:00,36,18,0,0,1,0
0, 19:00:00,34,18,0,0,0,0
1, 22:00:00,52,7,0,0,1,0
4, 22:00:00,57,9,0,0,1,0
2, 19:00:00,33,10,0,0,1,0
2, 17:00:00,22,7,0,0,0,0
0, 23:00:00,27,25,0,0,1,1
0, 22:00:00,34,26,0,0,0,0
5, 04:00:00,21,21,0,0,0,0
5, 05:00:00,34,36,0,0,0,0
0, 17:00:00,34,24,0,0,1,0
0, 15:00:00,34,18,0,0,1,0
0, 04:00:00,44,44,0,0,1,0
5, 17:00:00,23,8,0,0,0,0
5, 07:00:00,25,8,0,1,0,0
5, 01:00:00,25,20,0,0,0,0
4, 21:00:00,31,25,0,0,1,0
0, 18:00:00,21,1,0,0,0,0
2, 20:00:00,34,58,0,0,1,0
2, 04:00:00,40,12,0,0,0,0
4, 20:00:00,48,3,0,1,0,0
6, 02:00:00,42,9,0,0,1,1
1, 05:00:00,19,38,0,1,1,0
1, 01:00:00,22,31,0,0,1,0
4, 07:00:00,38,24,0,0,1,0
0, 05:00:00,36,17,1,0,1,0
3, 00:00:00,27,10,0,0,0,0
2, 05:00:00,48,5,0,0,0,0
6, 01:00:00,23,14,1,0,0,0
4, 02:00:00,28,31,0,1,1,0
4, 21:00:00,20,4,0,0,1,0
3, 08:00:00,19,14,0,0,1,0
2, 07:00:00,24,19,0,1,0,0
1, 04:00:00,23,18,0,0,1,0
3, 10:00:00,24,11,0,1,0,0
2, 20:00:00,21,30,0,0,1,0
4, 06:00:00,37,21,0,1,0,0
4, 11:00:00,29,5,0,0,0,0
1, 01:00:00,28,43,0,0,1,0
2, 09:00:00,39,64,1,0,1,1
0, 00:00:00,20,22,0,0,1,0
5, 01:00:00,22,60,1,0,1,0
0, 12:00:00,27,24,0,0,1,1
6, 08:00:00,18,37,0,1,1,0
0, 22:00:00,24,43,0,0,1,0
1, 01:00:00,19,23,0,0,1,0
6, 05:00:00,30,25,0,0,1,0
2, 07:00:00,31,36,0,0,1,0
5, 16:00:00,27,12,0,0,0,0
0, 09:00:00,26,51,0,1,1,0
1, 01:00:00,24,4,0,0,1,1
3, 14:00:00,29,6,0,0,0,1
6, 11:00:00,17,8,0,0,1,0
1, 21:00:00,35,13,0,0,1,0
0, 02:00:00,25,43,1,0,1,0
2, 19:00:00,21,32,0,0,1,0
1, 01:00:00,21,39,0,0,1,0
6, 16:00:00,27,25,1,0,1,0
4, 22:00:00,53,5,0,0,0,0
5, 00:00:00,24,26,0,0,1,1
6, 06:00:00,36,8,0,0,0,0
0, 23:00:00,38,34,0,1,1,0
5, 20:00:00,37,26,0,0,1,0
1, 18:00:00,28,17,0,1,1,0
1, 06:00:00,23,44,0,0,1,1
5, 00:00:00,25,20,0,0,1,0
0, 22:00:00,26,14,0,0,0,0
5, 21:00:00,52,3,0,0,0,1
4, 00:00:00,28,31,1,1,1,0
2, 12:00:00,29,7,0,0,1,0
1, 14:00:00,24,9,0,0,1,1
1, 17:00:00,35,5,0,0,1,0
4, 04:00:00,33,80,0,0,1,0
3, 19:00:00,34,40,0,0,1,0
3, 08:00:00,21,27,1,0,1,0
3, 19:00:00,30,8,0,0,1,0
1, 18:00:00,18,15,0,0,0,0
6, 15:00:00,38,14,0,0,0,0
0, 14:00:00,40,14,0,0,0,0
1, 06:00:00,25,19,0,1,1,0
1, 13:00:00,22,19,0,0,0,1
0, 00:00:00,47,9,1,1,0,0
6, 05:00:00,41,16,1,0,0,1
3, 13:00:00,32,6,0,0,1,0
3, 20:00:00,21,19,0,0,1,1
4, 18:00:00,25,33,0,0,1,0
6, 12:00:00,45,50,0,0,1,0
6, 19:00:00,23,35,0,0,1,0
4, 19:00:00,37,6,0,1,1,0
0, 03:00:00,53,12,0,0,1,0
1, 02:00:00,32,15,0,0,1,0
5, 20:00:00,33,28,0,0,1,1
5, 14:00:00,29,25,0,0,1,0
4, 17:00:00,21,52,1,0,1,0
4, 21:00:00,34,10,0,0,1,0
4, 02:00:00,46,20,0,0,1,0
2, 22:00:00,37,15,1,0,1,0
1, 16:00:00,33,12,0,0,1,0
4, 16:00:00,28,45,1,0,1,0
1, 16:00:00,67,13,0,0,1,0
5, 00:00:00,35,21,0,0,1,0
0, 02:00:00,34,6,0,0,0,0
4, 23:00:00,32,33,0,1,1,1
1, 22:00:00,43,17,0,1,0,1
2, 17:00:00,37,10,0,0,1,0
5, 16:00:00,37,23,0,0,1,0
2, 22:00:00,30,10,0,0,0,1
1, 14:00:00,29,8,0,0,0,0
6, 09:00:00,20,11,0,0,0,0
3, 15:00:00,44,3,0,0,0,0
1, 03:00:00,33,25,0,0,0,0
1, 00:00:00,21,53,0,1,0,0
